,Imputation_Method,Task,Missing Type,Missing Fraction,Column,result_type,metric,Baseline,Corrupted,Imputed,Unnamed: 0,name,MajorityClassSize,MinorityClassSize,NumberOfFeatures,NumberOfInstances,NumberOfNumericFeatures,NumberOfCategoricalFeatures,NumberOfClasses,Downstream Performance Rank
1495,KNN,23517,MNAR,0.01,attribute_10,downstream_performance_mean,F1_macro,0.5208465084233364,0.0,0.5208465084233364,44,numerai28.6,48658.0,47662.0,22.0,96320.0,21.0,1.0,,1.0
1496,Mean/Mode,23517,MNAR,0.1,attribute_10,downstream_performance_mean,F1_macro,0.5208386772930288,0.0,0.5208199605110604,44,numerai28.6,48658.0,47662.0,22.0,96320.0,21.0,1.0,,2.0
1497,KNN,23517,MNAR,0.1,attribute_10,downstream_performance_mean,F1_macro,0.5208465084233364,0.0,0.5208465084233364,44,numerai28.6,48658.0,47662.0,22.0,96320.0,21.0,1.0,,1.0
1498,Mean/Mode,23517,MNAR,0.3,attribute_10,downstream_performance_mean,F1_macro,0.5208386772930288,0.0,0.5208199605110604,44,numerai28.6,48658.0,47662.0,22.0,96320.0,21.0,1.0,,2.0
1499,KNN,23517,MNAR,0.3,attribute_10,downstream_performance_mean,F1_macro,0.5208465084233364,0.0,0.5208465084233364,44,numerai28.6,48658.0,47662.0,22.0,96320.0,21.0,1.0,,1.0
1500,Mean/Mode,23517,MNAR,0.5,attribute_10,downstream_performance_mean,F1_macro,0.5208386772930288,0.0,0.5208199605110604,44,numerai28.6,48658.0,47662.0,22.0,96320.0,21.0,1.0,,2.0
1501,KNN,23517,MNAR,0.5,attribute_10,downstream_performance_mean,F1_macro,0.5208465084233364,0.0,0.5208465084233364,44,numerai28.6,48658.0,47662.0,22.0,96320.0,21.0,1.0,,1.0
1502,KNN,40497,MAR,0.01,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1503,Mean/Mode,40497,MAR,0.01,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1504,KNN,40497,MAR,0.1,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1505,Mean/Mode,40497,MAR,0.1,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1506,KNN,40497,MAR,0.3,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1507,Mean/Mode,40497,MAR,0.3,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1508,KNN,40497,MAR,0.5,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1509,Mean/Mode,40497,MAR,0.5,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1510,Mean/Mode,40497,MCAR,0.01,V13,downstream_performance_mean,F1_macro,0.7137589246176897,0.0,0.7137589246176897,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1511,KNN,40497,MCAR,0.01,V13,downstream_performance_mean,F1_macro,0.7448510164299638,0.0,0.7448510164299638,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1512,Mean/Mode,40497,MCAR,0.1,V13,downstream_performance_mean,F1_macro,0.7432170846804992,0.0,0.7389399735157843,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1513,KNN,40497,MCAR,0.1,V13,downstream_performance_mean,F1_macro,0.7898590319379014,0.0,0.7960486048922704,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1514,Mean/Mode,40497,MCAR,0.3,V13,downstream_performance_mean,F1_macro,0.7301001659554291,0.0,0.7204812064804864,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1515,KNN,40497,MCAR,0.3,V13,downstream_performance_mean,F1_macro,0.7511003507055672,0.0,0.7418619562917498,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1516,Mean/Mode,40497,MCAR,0.5,V13,downstream_performance_mean,F1_macro,0.716737344862345,0.0,0.6978560163740801,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1517,KNN,40497,MCAR,0.5,V13,downstream_performance_mean,F1_macro,0.722733695382777,0.0,0.7092771157661552,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1518,KNN,40497,MNAR,0.01,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1519,Mean/Mode,40497,MNAR,0.01,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1520,KNN,40497,MNAR,0.1,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1521,Mean/Mode,40497,MNAR,0.1,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1522,KNN,40497,MNAR,0.3,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1523,Mean/Mode,40497,MNAR,0.3,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1524,KNN,40497,MNAR,0.5,V13,downstream_performance_mean,F1_macro,0.6989153675148323,0.0,0.6989153675148323,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,2.0
1525,Mean/Mode,40497,MNAR,0.5,V13,downstream_performance_mean,F1_macro,0.7593078027860637,0.0,0.7593078027860637,51,thyroid-ann,3488.0,93.0,22.0,3772.0,21.0,1.0,3.0,1.0
1526,KNN,40498,MAR,0.01,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1527,Mean/Mode,40498,MAR,0.01,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1528,KNN,40498,MAR,0.1,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1529,Mean/Mode,40498,MAR,0.1,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1530,KNN,40498,MAR,0.3,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1531,Mean/Mode,40498,MAR,0.3,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1532,KNN,40498,MAR,0.5,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1533,Mean/Mode,40498,MAR,0.5,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1534,KNN,40498,MCAR,0.01,V11,downstream_performance_mean,F1_macro,0.1961963007495073,0.0,0.1960174792686347,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1535,Mean/Mode,40498,MCAR,0.01,V11,downstream_performance_mean,F1_macro,0.1963748355090938,0.0,0.1961758397975758,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1536,Mean/Mode,40498,MCAR,0.1,V11,downstream_performance_mean,F1_macro,0.1824199823814417,0.0,0.1832730249817425,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1537,KNN,40498,MCAR,0.1,V11,downstream_performance_mean,F1_macro,0.1833459217298034,0.0,0.185375603087989,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1538,KNN,40498,MCAR,0.3,V11,downstream_performance_mean,F1_macro,0.189911216614618,0.0,0.1899578931646662,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1539,Mean/Mode,40498,MCAR,0.3,V11,downstream_performance_mean,F1_macro,0.194606021994783,0.0,0.1971436689059851,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1540,Mean/Mode,40498,MCAR,0.5,V11,downstream_performance_mean,F1_macro,0.171481474724994,0.0,0.1732592409230936,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1541,KNN,40498,MCAR,0.5,V11,downstream_performance_mean,F1_macro,0.1759183430758693,0.0,0.1800733617288457,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1542,KNN,40498,MNAR,0.01,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1543,Mean/Mode,40498,MNAR,0.01,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1544,KNN,40498,MNAR,0.1,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1545,Mean/Mode,40498,MNAR,0.1,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1546,KNN,40498,MNAR,0.3,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1547,Mean/Mode,40498,MNAR,0.3,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1548,KNN,40498,MNAR,0.5,V11,downstream_performance_mean,F1_macro,0.1740269635639018,0.0,0.1740269635639018,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,2.0
1549,Mean/Mode,40498,MNAR,0.5,V11,downstream_performance_mean,F1_macro,0.1744022228748873,0.0,0.1744022228748873,47,wine-quality-white,2198.0,5.0,12.0,4898.0,11.0,1.0,7.0,1.0
1550,Mean/Mode,40677,MAR,0.01,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1551,KNN,40677,MAR,0.01,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1552,Mean/Mode,40677,MAR,0.1,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1553,KNN,40677,MAR,0.1,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1554,Mean/Mode,40677,MAR,0.3,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1555,KNN,40677,MAR,0.3,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1556,Mean/Mode,40677,MAR,0.5,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1557,KNN,40677,MAR,0.5,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1558,Mean/Mode,40677,MCAR,0.01,attribute#3,downstream_performance_mean,F1_macro,0.7570294264970553,0.0,0.7578964405438328,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1559,KNN,40677,MCAR,0.01,attribute#3,downstream_performance_mean,F1_macro,0.7570294264970553,0.0,0.7578964405438328,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1560,Mean/Mode,40677,MCAR,0.1,attribute#3,downstream_performance_mean,F1_macro,0.7493013462159658,0.0,0.7509607972495406,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1561,KNN,40677,MCAR,0.1,attribute#3,downstream_performance_mean,F1_macro,0.7493013462159658,0.0,0.7514125356234188,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1562,Mean/Mode,40677,MCAR,0.3,attribute#3,downstream_performance_mean,F1_macro,0.7429721741702168,0.0,0.7436120441613568,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1563,KNN,40677,MCAR,0.3,attribute#3,downstream_performance_mean,F1_macro,0.7458229062720475,0.0,0.7454629997809693,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1564,KNN,40677,MCAR,0.5,attribute#3,downstream_performance_mean,F1_macro,0.7370427790811492,0.0,0.7448437009737144,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1565,Mean/Mode,40677,MCAR,0.5,attribute#3,downstream_performance_mean,F1_macro,0.7370401843485165,0.0,0.7464235720339945,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1566,Mean/Mode,40677,MNAR,0.01,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1567,KNN,40677,MNAR,0.01,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1568,Mean/Mode,40677,MNAR,0.1,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1569,KNN,40677,MNAR,0.1,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1570,Mean/Mode,40677,MNAR,0.3,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1571,KNN,40677,MNAR,0.3,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1572,Mean/Mode,40677,MNAR,0.5,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,1.0
1573,KNN,40677,MNAR,0.5,attribute#3,downstream_performance_mean,F1_macro,0.7537138211286069,0.0,0.7537138211286069,49,led24,337.0,296.0,25.0,3200.0,0.0,25.0,10.0,2.0
1574,Mean/Mode,40685,MAR,0.01,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1575,KNN,40685,MAR,0.01,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1576,Mean/Mode,40685,MAR,0.1,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1577,KNN,40685,MAR,0.1,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1578,Mean/Mode,40685,MAR,0.3,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1579,KNN,40685,MAR,0.3,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1580,Mean/Mode,40685,MAR,0.5,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1581,KNN,40685,MAR,0.5,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1582,Mean/Mode,40685,MCAR,0.01,A2,downstream_performance_mean,F1_macro,0.3825789309048572,0.0,0.3825497001545186,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1583,KNN,40685,MCAR,0.01,A2,downstream_performance_mean,F1_macro,0.3836683088177566,0.0,0.3836385263386627,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1584,KNN,40685,MCAR,0.1,A2,downstream_performance_mean,F1_macro,0.3867670481013517,0.0,0.3870973466062064,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1585,Mean/Mode,40685,MCAR,0.1,A2,downstream_performance_mean,F1_macro,0.3896476560957562,0.0,0.3898365363343734,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1586,Mean/Mode,40685,MCAR,0.3,A2,downstream_performance_mean,F1_macro,0.3752159419016268,0.0,0.3747654372723874,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1587,KNN,40685,MCAR,0.3,A2,downstream_performance_mean,F1_macro,0.3759402004609933,0.0,0.3754385073865932,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1588,Mean/Mode,40685,MCAR,0.5,A2,downstream_performance_mean,F1_macro,0.377131922611898,0.0,0.3783269422740288,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1589,KNN,40685,MCAR,0.5,A2,downstream_performance_mean,F1_macro,0.3831245419454569,0.0,0.3841251784221622,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1590,Mean/Mode,40685,MNAR,0.01,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1591,KNN,40685,MNAR,0.01,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1592,Mean/Mode,40685,MNAR,0.1,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1593,KNN,40685,MNAR,0.1,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1594,Mean/Mode,40685,MNAR,0.3,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1595,KNN,40685,MNAR,0.3,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1596,Mean/Mode,40685,MNAR,0.5,A2,downstream_performance_mean,F1_macro,0.3826628317704124,0.0,0.3826628317704124,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,2.0
1597,KNN,40685,MNAR,0.5,A2,downstream_performance_mean,F1_macro,0.3855875223617341,0.0,0.3855875223617341,62,shuttle,45586.0,10.0,10.0,58000.0,9.0,1.0,7.0,1.0
1598,Mean/Mode,40701,MAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,1.0
1599,KNN,40701,MAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,2.0
1600,Random Forest,40701,MAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
1601,VAE,40701,MAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1602,Mean/Mode,40701,MAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,1.0
1603,KNN,40701,MAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,2.0
1604,Random Forest,40701,MAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
1605,VAE,40701,MAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1606,Mean/Mode,40701,MAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,1.0
1607,KNN,40701,MAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,2.0
1608,Random Forest,40701,MAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
1609,VAE,40701,MAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1610,Mean/Mode,40701,MAR,0.5,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,1.0
1611,KNN,40701,MAR,0.5,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,2.0
1612,Random Forest,40701,MAR,0.5,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
1613,VAE,40701,MAR,0.5,total_day_minutes,downstream_performance_mean,F1_macro,0.6563899868247693,0.0,0.6563899868247693,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1614,Mean/Mode,40701,MCAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.657450245705441,0.0,0.6570968260785505,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
1615,KNN,40701,MCAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.657450245705441,0.0,0.6570968260785505,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1616,Random Forest,40701,MCAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.657450245705441,0.0,0.657450245705441,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,1.0
1617,VAE,40701,MCAR,0.01,total_day_minutes,downstream_performance_mean,F1_macro,0.657450245705441,0.0,0.657450245705441,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,2.0
1618,VAE,40701,MCAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6275605214152701,0.0,0.6254320885084638,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1619,Mean/Mode,40701,MCAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6275605214152701,0.0,0.6265118137343126,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,2.0
1620,KNN,40701,MCAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6275605214152701,0.0,0.6265118137343126,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
1621,Random Forest,40701,MCAR,0.1,total_day_minutes,downstream_performance_mean,F1_macro,0.6297647664835164,0.0,0.6301358438032384,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,1.0
1622,VAE,40701,MCAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6265870052277819,0.0,0.6229791502058281,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1623,Mean/Mode,40701,MCAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6265870052277819,0.0,0.625130767687394,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,2.0
1624,KNN,40701,MCAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6265870052277819,0.0,0.625130767687394,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
1625,Random Forest,40701,MCAR,0.3,total_day_minutes,downstream_performance_mean,F1_macro,0.6265870052277819,0.0,0.6272235139988438,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,1.0
1626,Random Forest,40701,MCAR,0.5,total_day_minutes,downstream_performance_mean,F1_macro,0.6384976886926692,0.0,0.6345640461885473,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,4.0
1627,Mean/Mode,40701,MCAR,0.5,total_day_minutes,downstream_performance_mean,F1_macro,0.6616792550177196,0.0,0.6531931200383577,16,churn,4293.0,707.0,21.0,5000.0,16.0,5.0,,3.0
