,Imputation_Method,Task,Missing Type,Missing Fraction,Column,result_type,metric,Baseline,Corrupted,Imputed,Unnamed: 0,name,MajorityClassSize,MinorityClassSize,NumberOfFeatures,NumberOfInstances,NumberOfNumericFeatures,NumberOfCategoricalFeatures,NumberOfClasses,Downstream Performance Rank
453,KNN,375,MNAR,0.3,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0
454,Mean/Mode,375,MNAR,0.5,coefficient3,downstream_performance_mean,F1_macro,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,2.0
455,KNN,375,MNAR,0.5,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0
456,Mean/Mode,725,MAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
457,VAE,725,MAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9300779310949774,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
458,KNN,725,MAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
459,Random Forest,725,MAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
460,Mean/Mode,725,MAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
461,KNN,725,MAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
462,Random Forest,725,MAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
463,VAE,725,MAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
464,Mean/Mode,725,MAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
465,KNN,725,MAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
466,Random Forest,725,MAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
467,VAE,725,MAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
468,Mean/Mode,725,MAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
469,KNN,725,MAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
470,Random Forest,725,MAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
471,VAE,725,MAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
472,Random Forest,725,MCAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.9290520864487084,0.0,0.929231537879561,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
473,VAE,725,MCAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.9303001379727456,0.0,0.9300780157805968,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
474,KNN,725,MCAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.9303001379727456,0.0,0.930716476298684,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
475,Mean/Mode,725,MCAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.9303001379727456,0.0,0.9309247532974472,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
476,VAE,725,MCAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.925091879897372,0.0,0.9246459700049257,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
477,Random Forest,725,MCAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.9283423892172288,0.0,0.9259674971951296,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
478,Mean/Mode,725,MCAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.9263833992094862,0.0,0.9270367400286904,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
479,KNN,725,MCAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.9277186616013658,0.0,0.9283710457557678,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
480,VAE,725,MCAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.9106104582230696,0.0,0.9148070353809422,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
481,KNN,725,MCAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.9094274977895668,0.0,0.916283526125242,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
482,Random Forest,725,MCAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.9093714058214633,0.0,0.9164497242869027,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
483,Mean/Mode,725,MCAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.9100466427155356,0.0,0.9181491326719642,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
484,VAE,725,MCAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.9053096014435406,0.0,0.906852399794515,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
485,KNN,725,MCAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.9038288924059664,0.0,0.9085683582703143,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
486,Mean/Mode,725,MCAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.905987815264504,0.0,0.9117624564625284,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
487,Random Forest,725,MCAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.9071670210958296,0.0,0.9136605179346152,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
488,Mean/Mode,725,MNAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
489,KNN,725,MNAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
490,Random Forest,725,MNAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
491,VAE,725,MNAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
492,Mean/Mode,725,MNAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
493,KNN,725,MNAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
494,Random Forest,725,MNAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
495,VAE,725,MNAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
496,Mean/Mode,725,MNAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
497,KNN,725,MNAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
498,Random Forest,725,MNAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
499,VAE,725,MNAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
500,Mean/Mode,725,MNAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,4.0
501,KNN,725,MNAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0
502,Random Forest,725,MNAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,2.0
503,VAE,725,MNAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,3.0
504,Mean/Mode,728,MAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
505,KNN,728,MAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
506,Random Forest,728,MAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
507,VAE,728,MAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
508,Mean/Mode,728,MAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
509,KNN,728,MAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
510,Random Forest,728,MAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
511,VAE,728,MAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
512,Mean/Mode,728,MAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
513,KNN,728,MAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
514,Random Forest,728,MAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
515,VAE,728,MAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
516,Mean/Mode,728,MAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
517,KNN,728,MAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
518,Random Forest,728,MAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
519,VAE,728,MAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
520,VAE,728,MCAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9873193180540718,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
521,Mean/Mode,728,MCAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
522,KNN,728,MCAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
523,Random Forest,728,MCAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
524,Mean/Mode,728,MCAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.983772246740109,0.0,0.9807254583665636,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
525,KNN,728,MCAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.983772246740109,0.0,0.9807254583665636,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
526,VAE,728,MCAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.983772246740109,0.0,0.981341240516024,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
527,Random Forest,728,MCAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.983772246740109,0.0,0.983772246740109,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
528,Mean/Mode,728,MCAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9651714979940104,0.0,0.9676589042071964,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
529,KNN,728,MCAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9651714979940104,0.0,0.9676589042071964,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
530,Random Forest,728,MCAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9651714979940104,0.0,0.967691536386744,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
531,VAE,728,MCAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9651714979940104,0.0,0.9676995379293428,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
532,KNN,728,MCAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9520371583506204,0.0,0.9520494995176992,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
533,Mean/Mode,728,MCAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9539795489882308,0.0,0.9526969630635694,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
534,VAE,728,MCAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9539795489882308,0.0,0.9540974646737328,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
535,Random Forest,728,MCAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9520371583506204,0.0,0.9577638047951188,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
536,Mean/Mode,728,MNAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
537,KNN,728,MNAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
538,Random Forest,728,MNAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
539,VAE,728,MNAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
540,Mean/Mode,728,MNAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
541,KNN,728,MNAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
542,Random Forest,728,MNAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
543,VAE,728,MNAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
544,Mean/Mode,728,MNAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
545,KNN,728,MNAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
546,Random Forest,728,MNAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
547,VAE,728,MNAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
548,Mean/Mode,728,MNAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0
549,KNN,728,MNAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,2.0
550,Random Forest,728,MNAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,3.0
551,VAE,728,MNAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,4.0
552,Mean/Mode,737,MAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
553,KNN,737,MAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
554,Random Forest,737,MAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
555,VAE,737,MAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
556,Mean/Mode,737,MAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
557,KNN,737,MAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
558,Random Forest,737,MAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
559,VAE,737,MAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
560,Mean/Mode,737,MAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
561,KNN,737,MAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
562,Random Forest,737,MAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
563,VAE,737,MAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
564,Mean/Mode,737,MAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
565,KNN,737,MAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
566,Random Forest,737,MAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
567,VAE,737,MAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
568,VAE,737,MCAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8214395630258187,0.0,0.8203668166025254,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
569,Random Forest,737,MCAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8213767356664418,0.0,0.8208219410871483,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
570,KNN,737,MCAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8213767356664418,0.0,0.8208342670629039,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
571,Mean/Mode,737,MCAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8230340275406852,0.0,0.8224926859324637,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
572,Mean/Mode,737,MCAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8133485099337747,0.0,0.8069182902622442,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
573,KNN,737,MCAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8134102946044356,0.0,0.8069673026453416,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
574,VAE,737,MCAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8165989012694372,0.0,0.814461430652786,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
575,Random Forest,737,MCAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8150317417219398,0.0,0.8214481064705274,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
576,Random Forest,737,MCAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.7668514999935372,0.0,0.7668126503610351,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
577,KNN,737,MCAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.7668514999935372,0.0,0.7797101067658342,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
578,Mean/Mode,737,MCAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.7717018196856906,0.0,0.7824061780308847,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
579,VAE,737,MCAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.7733113111715945,0.0,0.7850952432441094,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
580,Mean/Mode,737,MCAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.7375833106857682,0.0,0.7420412911148923,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,4.0
581,KNN,737,MCAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.7491728017205723,0.0,0.7491461867016721,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,3.0
582,VAE,737,MCAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.7555865777364148,0.0,0.753997128328937,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
583,Random Forest,737,MCAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.7524013358561575,0.0,0.7593690834378238,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
584,Mean/Mode,737,MNAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0
585,KNN,737,MNAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,2.0
