,Imputation_Method_average,Imputed_average,Data_Constellation,Downstream Performance Rank Average,Imputation_Method_best,Imputed_best,Downstream Performance Rank Best,Performance Difference Best to Average,Performance Difference Best to Average in Percentage
221,Random Forest,0.9127943345203589,MCAR - 0.1 - 41146,4.0,VAE,0.9150623686428926,1.0,0.0022680341225337353,0.24785568724647733
222,Random Forest,0.9083243988765208,MCAR - 0.3 - 41146,3.0,Mean/Mode,0.9102746978755916,1.0,0.001950298999070732,0.21425389540348203
223,Random Forest,0.9029184985109692,MCAR - 0.5 - 41146,4.0,Mean/Mode,0.9051743132713016,1.0,0.0022558147603324308,0.2492132981745706
224,Random Forest,0.9135518497220624,MNAR - 0.01 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0,0.0
225,Random Forest,0.9135518497220624,MNAR - 0.1 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0,0.0
226,Random Forest,0.9135518497220624,MNAR - 0.3 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0,0.0
227,Random Forest,0.9135518497220624,MNAR - 0.5 - 41146,3.0,Mean/Mode,0.9135518497220624,1.0,0.0,0.0
228,Random Forest,0.6651328945580213,MAR - 0.01 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
229,Random Forest,0.6651328945580213,MAR - 0.1 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
230,Random Forest,0.6651328945580213,MAR - 0.3 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
231,Random Forest,0.6651328945580213,MAR - 0.5 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
232,Random Forest,0.663180316683724,MCAR - 0.01 - 42192,3.0,Mean/Mode,0.663180316683724,1.0,0.0,0.0
233,Random Forest,0.6610921982777593,MCAR - 0.1 - 42192,2.0,KNN,0.6612419975983131,1.0,0.00014979932055381173,0.022654235680415875
234,Random Forest,0.6584301335488555,MCAR - 0.3 - 42192,3.0,VAE,0.6597109345469524,1.0,0.0012808009980969093,0.19414578886379716
235,Random Forest,0.6548366732550569,MCAR - 0.5 - 42192,4.0,VAE,0.6595915857423857,1.0,0.004754912487328844,0.720887377903264
236,Random Forest,0.6651328945580213,MNAR - 0.01 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
237,Random Forest,0.6651328945580213,MNAR - 0.1 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
238,Random Forest,0.6651328945580213,MNAR - 0.3 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
239,Random Forest,0.6651328945580213,MNAR - 0.5 - 42192,2.0,KNN,0.6651328945580213,1.0,0.0,0.0
240,Random Forest,0.627487208179315,MAR - 0.01 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
241,Random Forest,0.627487208179315,MAR - 0.1 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
242,Random Forest,0.627487208179315,MAR - 0.3 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
243,Random Forest,0.627487208179315,MAR - 0.5 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
244,Random Forest,0.6254813464915886,MCAR - 0.01 - 42493,2.0,KNN,0.6257677054743584,1.0,0.00028635898276985206,0.045761227411500856
245,Random Forest,0.6199458542046015,MCAR - 0.1 - 42493,2.0,KNN,0.6210811007730642,1.0,0.0011352465684627555,0.18278556005805133
246,Random Forest,0.6172179257937517,MCAR - 0.3 - 42493,3.0,Mean/Mode,0.617755669188589,1.0,0.0005377433948373644,0.08704790933666068
247,Random Forest,0.6129423490535308,MCAR - 0.5 - 42493,2.0,KNN,0.613851912570607,1.0,0.0009095635170761618,0.14817311772593705
248,Random Forest,0.627487208179315,MNAR - 0.01 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
249,Random Forest,0.627487208179315,MNAR - 0.1 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
250,Random Forest,0.627487208179315,MNAR - 0.3 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
251,Random Forest,0.627487208179315,MNAR - 0.5 - 42493,3.0,Mean/Mode,0.6275647325178465,1.0,7.752433853147611e-05,0.01235320191121025
