,Imputation_Method,Task,Missing Type,Missing Fraction,Column,result_type,metric,Baseline,Corrupted,Imputed,Unnamed: 0,name,MajorityClassSize,MinorityClassSize,NumberOfFeatures,NumberOfInstances,NumberOfNumericFeatures,NumberOfCategoricalFeatures,NumberOfClasses,Downstream Performance Rank,Data_Constellation
241,Mean/Mode,198,MAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.01
243,Mean/Mode,198,MAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.1
245,Mean/Mode,198,MAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.3
247,Mean/Mode,198,MAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.5
249,KNN,198,MCAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014199554288694,0.0,0.001419801221289,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.01
251,Mean/Mode,198,MCAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014291659213654,0.0,0.0014369809976635,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.1
253,KNN,198,MCAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014504884493297,0.0,0.0014661914945786,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.3
255,KNN,198,MCAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0015060034982891,0.0,0.0014869982662678,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.5
257,Mean/Mode,198,MNAR,0.01,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.01
259,Mean/Mode,198,MNAR,0.1,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.1
261,Mean/Mode,198,MNAR,0.3,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.3
263,Mean/Mode,198,MNAR,0.5,curRoll,downstream_performance_mean,RMSE,0.0014191762890031,0.0,0.0014192284192908,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.5
265,KNN,215,MAR,0.01,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.01
267,KNN,215,MAR,0.1,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.1
269,KNN,215,MAR,0.3,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.3
271,KNN,215,MAR,0.5,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.5
273,KNN,215,MCAR,0.01,x6,downstream_performance_mean,RMSE,2.3800314574262447,0.0,2.3808000312199664,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.01
275,KNN,215,MCAR,0.1,x6,downstream_performance_mean,RMSE,2.398466033193694,0.0,2.4023583201492413,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.1
277,KNN,215,MCAR,0.3,x6,downstream_performance_mean,RMSE,2.472933113092281,0.0,2.4584409830271814,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.3
279,KNN,215,MCAR,0.5,x6,downstream_performance_mean,RMSE,2.530780448472077,0.0,2.5157778615414443,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.5
281,KNN,215,MNAR,0.01,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.01
283,KNN,215,MNAR,0.1,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.1
285,KNN,215,MNAR,0.3,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.3
287,KNN,215,MNAR,0.5,x6,downstream_performance_mean,RMSE,2.3785797936895787,0.0,2.3784955659192657,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.5
289,KNN,216,MAR,0.01,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.01
291,KNN,216,MAR,0.1,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.1
293,KNN,216,MAR,0.3,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.3
295,KNN,216,MAR,0.5,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.5
297,Mean/Mode,216,MCAR,0.01,climbRate,downstream_performance_mean,RMSE,0.0028466266834306,0.0,0.0028477572738089,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.01
299,Mean/Mode,216,MCAR,0.1,climbRate,downstream_performance_mean,RMSE,0.0029357968809357,0.0,0.0029362045116776,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.1
301,Mean/Mode,216,MCAR,0.3,climbRate,downstream_performance_mean,RMSE,0.0031482401968923,0.0,0.0031357153721826,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.3
303,KNN,216,MCAR,0.5,climbRate,downstream_performance_mean,RMSE,0.0032948034664867,0.0,0.003286920838736,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.5
305,KNN,216,MNAR,0.01,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.01
307,KNN,216,MNAR,0.1,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.1
309,KNN,216,MNAR,0.3,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.3
311,KNN,216,MNAR,0.5,climbRate,downstream_performance_mean,RMSE,0.0028356363381009,0.0,0.0028356645796818,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.5
313,KNN,218,MAR,0.01,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.01
315,KNN,218,MAR,0.1,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.1
317,KNN,218,MAR,0.3,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.3
319,KNN,218,MAR,0.5,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.5
321,Mean/Mode,218,MCAR,0.01,P3,downstream_performance_mean,RMSE,72725.04949003986,0.0,72725.05580781381,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.01
323,Mean/Mode,218,MCAR,0.1,P3,downstream_performance_mean,RMSE,72725.04550705286,0.0,72725.02399569195,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.1
325,Mean/Mode,218,MCAR,0.3,P3,downstream_performance_mean,RMSE,72725.00539795216,0.0,72725.01044738338,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.3
327,Mean/Mode,218,MCAR,0.5,P3,downstream_performance_mean,RMSE,72724.95612722547,0.0,72724.99159938605,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.5
329,KNN,218,MNAR,0.01,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.01
331,KNN,218,MNAR,0.1,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.1
333,KNN,218,MNAR,0.3,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.3
335,KNN,218,MNAR,0.5,P3,downstream_performance_mean,RMSE,72725.0541178945,0.0,72725.0541176552,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.5
336,Mean/Mode,251,MAR,0.01,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.01
338,Mean/Mode,251,MAR,0.1,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.1
340,Mean/Mode,251,MAR,0.3,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.3
342,Mean/Mode,251,MAR,0.5,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.5
345,KNN,251,MCAR,0.01,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.977746670489979,0.0,0.9776984149965656,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.01
347,Mean/Mode,251,MCAR,0.1,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9770312518825984,0.0,0.9769302914769562,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.1
349,KNN,251,MCAR,0.3,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.976583303884209,0.0,0.9761119778342164,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.3
351,Mean/Mode,251,MCAR,0.5,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9742889758605316,0.0,0.9753062257371228,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.5
352,Mean/Mode,251,MNAR,0.01,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.01
354,Mean/Mode,251,MNAR,0.1,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.1
356,Mean/Mode,251,MNAR,0.3,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.3
358,Mean/Mode,251,MNAR,0.5,Cell_Shape_Uniformity,downstream_performance_mean,F1_macro,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.5
361,Mean/Mode,287,MAR,0.01,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.01
363,Mean/Mode,287,MAR,0.1,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.1
365,Mean/Mode,287,MAR,0.3,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.3
367,Mean/Mode,287,MAR,0.5,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.5
369,KNN,287,MCAR,0.01,sulphates,downstream_performance_mean,RMSE,0.7465048586490642,0.0,0.7464154215442832,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.01
371,Mean/Mode,287,MCAR,0.1,sulphates,downstream_performance_mean,RMSE,0.7456752000595338,0.0,0.7469454010837376,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.1
373,KNN,287,MCAR,0.3,sulphates,downstream_performance_mean,RMSE,0.7478672056170804,0.0,0.7496414260123828,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.3
375,Mean/Mode,287,MCAR,0.5,sulphates,downstream_performance_mean,RMSE,0.752637981305876,0.0,0.7515389123211133,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.5
377,Mean/Mode,287,MNAR,0.01,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.01
379,Mean/Mode,287,MNAR,0.1,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.1
381,Mean/Mode,287,MNAR,0.3,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.3
383,Mean/Mode,287,MNAR,0.5,sulphates,downstream_performance_mean,RMSE,0.7462739525201106,0.0,0.7463972820691968,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.5
385,KNN,310,MAR,0.01,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.01
390,KNN,310,MAR,0.1,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.1
393,KNN,310,MAR,0.3,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.3
398,KNN,310,MAR,0.5,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.5
400,Mean/Mode,310,MCAR,0.01,attr2,downstream_performance_mean,F1_macro,0.7741430662830027,0.0,0.7741430662830027,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.01
407,Random Forest,310,MCAR,0.1,attr2,downstream_performance_mean,F1_macro,0.7600270079256903,0.0,0.7734406160735102,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.1
410,Mean/Mode,310,MCAR,0.3,attr2,downstream_performance_mean,F1_macro,0.7638581888789013,0.0,0.7786387363541465,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.3
415,KNN,310,MCAR,0.5,attr2,downstream_performance_mean,F1_macro,0.7841493060419019,0.0,0.7873956061573368,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.5
418,KNN,310,MNAR,0.01,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.01
422,KNN,310,MNAR,0.1,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.1
426,KNN,310,MNAR,0.3,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.3
430,KNN,310,MNAR,0.5,attr2,downstream_performance_mean,F1_macro,0.7898098052587711,0.0,0.7898098052587711,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.5
433,KNN,375,MAR,0.01,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.01
435,KNN,375,MAR,0.1,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.1
437,KNN,375,MAR,0.3,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.3
439,KNN,375,MAR,0.5,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.5
441,KNN,375,MCAR,0.01,coefficient3,downstream_performance_mean,F1_macro,0.9175866623530616,0.0,0.9171578705805395,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.01
443,KNN,375,MCAR,0.1,coefficient3,downstream_performance_mean,F1_macro,0.9103550760139342,0.0,0.9119068495344032,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.1
445,KNN,375,MCAR,0.3,coefficient3,downstream_performance_mean,F1_macro,0.904495457363288,0.0,0.9044986974689936,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.3
447,KNN,375,MCAR,0.5,coefficient3,downstream_performance_mean,F1_macro,0.8940774120610087,0.0,0.8946657367311982,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.5
449,KNN,375,MNAR,0.01,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.01
451,KNN,375,MNAR,0.1,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.1
453,KNN,375,MNAR,0.3,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.3
455,KNN,375,MNAR,0.5,coefficient3,downstream_performance_mean,F1_macro,0.9180045206808368,0.0,0.9180045206808368,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.5
458,KNN,725,MAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.01
461,KNN,725,MAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.1
465,KNN,725,MAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.3
469,KNN,725,MAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.5
475,Mean/Mode,725,MCAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.9303001379727456,0.0,0.9309247532974472,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.01
479,KNN,725,MCAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.9277186616013658,0.0,0.9283710457557678,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.1
483,Mean/Mode,725,MCAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.9100466427155356,0.0,0.9181491326719642,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.3
487,Random Forest,725,MCAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.9071670210958296,0.0,0.9136605179346152,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.5
489,KNN,725,MNAR,0.01,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.01
493,KNN,725,MNAR,0.1,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.1
497,KNN,725,MNAR,0.3,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.3
501,KNN,725,MNAR,0.5,a2pop,downstream_performance_mean,F1_macro,0.930257957145829,0.0,0.930702416023045,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.5
504,Mean/Mode,728,MAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.01
508,Mean/Mode,728,MAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.1
512,Mean/Mode,728,MAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.3
516,Mean/Mode,728,MAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.5
521,Mean/Mode,728,MCAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.01
527,Random Forest,728,MCAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.983772246740109,0.0,0.983772246740109,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.1
531,VAE,728,MCAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9651714979940104,0.0,0.9676995379293428,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.3
535,Random Forest,728,MCAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9520371583506204,0.0,0.9577638047951188,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.5
536,Mean/Mode,728,MNAR,0.01,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.01
540,Mean/Mode,728,MNAR,0.1,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.1
544,Mean/Mode,728,MNAR,0.3,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.3
548,Mean/Mode,728,MNAR,0.5,Lower_court_disagreement,downstream_performance_mean,F1_macro,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.5
552,Mean/Mode,737,MAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.01
556,Mean/Mode,737,MAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.1
560,Mean/Mode,737,MAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.3
564,Mean/Mode,737,MAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.5
571,Mean/Mode,737,MCAR,0.01,INCOME,downstream_performance_mean,F1_macro,0.8230340275406852,0.0,0.8224926859324637,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MCAR - 0.01
575,Random Forest,737,MCAR,0.1,INCOME,downstream_performance_mean,F1_macro,0.8150317417219398,0.0,0.8214481064705274,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MCAR - 0.1
579,VAE,737,MCAR,0.3,INCOME,downstream_performance_mean,F1_macro,0.7733113111715945,0.0,0.7850952432441094,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MCAR - 0.3
583,Random Forest,737,MCAR,0.5,INCOME,downstream_performance_mean,F1_macro,0.7524013358561575,0.0,0.7593690834378238,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MCAR - 0.5
