,baseline,corrupted,imputed
F1_micro,0.0,0.0,0.00366300366300365
F1_macro,1.3597399555105182e-16,0.0,0.006131889667193924
F1_weighted,1.3597399555105182e-16,0.0,0.003612986104257946
