,Imputation_Method,Task,Missing Type,Missing Fraction,Column,result_type,metric,Baseline,Corrupted,Imputed,Unnamed: 0,name,MajorityClassSize,MinorityClassSize,NumberOfFeatures,NumberOfInstances,NumberOfNumericFeatures,NumberOfCategoricalFeatures,NumberOfClasses,Downstream Performance Rank,Data_Constellation
240,KNN,198,MAR,0.01,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.01
242,KNN,198,MAR,0.1,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.1
244,KNN,198,MAR,0.3,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.3
246,KNN,198,MAR,0.5,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MAR - 0.5
248,Mean/Mode,198,MCAR,0.01,curRoll,downstream_performance_mean,Regression Tasks,0.0014199731091022,0.0,0.0014197969750826,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.01
250,KNN,198,MCAR,0.1,curRoll,downstream_performance_mean,Regression Tasks,0.0014290399355425,0.0,0.0014368434168898,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.1
252,Mean/Mode,198,MCAR,0.3,curRoll,downstream_performance_mean,Regression Tasks,0.0014505431963596,0.0,0.0014661732485051,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.3
254,Mean/Mode,198,MCAR,0.5,curRoll,downstream_performance_mean,Regression Tasks,0.0015059511815667,0.0,0.0014869959297609,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MCAR - 0.5
256,KNN,198,MNAR,0.01,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.01
258,KNN,198,MNAR,0.1,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.1
260,KNN,198,MNAR,0.3,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.3
262,KNN,198,MNAR,0.5,curRoll,downstream_performance_mean,Regression Tasks,0.0014191779558829,0.0,0.0014192166368504,65,delta_elevators,,,7.0,9517.0,7.0,0.0,,1.0,MNAR - 0.5
264,Mean/Mode,215,MAR,0.01,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.01
266,Mean/Mode,215,MAR,0.1,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.1
268,Mean/Mode,215,MAR,0.3,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.3
270,Mean/Mode,215,MAR,0.5,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MAR - 0.5
272,Mean/Mode,215,MCAR,0.01,x6,downstream_performance_mean,Regression Tasks,2.3798592252483344,0.0,2.380665315337549,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.01
274,Mean/Mode,215,MCAR,0.1,x6,downstream_performance_mean,Regression Tasks,2.39811490045584,0.0,2.401844271631098,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.1
276,Mean/Mode,215,MCAR,0.3,x6,downstream_performance_mean,Regression Tasks,2.4714366576104774,0.0,2.456880698336823,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.3
278,Mean/Mode,215,MCAR,0.5,x6,downstream_performance_mean,Regression Tasks,2.5289917756386666,0.0,2.514752172844174,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MCAR - 0.5
280,Mean/Mode,215,MNAR,0.01,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.01
282,Mean/Mode,215,MNAR,0.1,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.1
284,Mean/Mode,215,MNAR,0.3,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.3
286,Mean/Mode,215,MNAR,0.5,x6,downstream_performance_mean,Regression Tasks,2.3786022165369167,0.0,2.3784953619703706,91,2dplanes,,,11.0,40768.0,11.0,0.0,,1.0,MNAR - 0.5
288,Mean/Mode,216,MAR,0.01,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.01
290,Mean/Mode,216,MAR,0.1,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.1
292,Mean/Mode,216,MAR,0.3,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.3
294,Mean/Mode,216,MAR,0.5,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MAR - 0.5
296,KNN,216,MCAR,0.01,climbRate,downstream_performance_mean,Regression Tasks,0.0028466542996393,0.0,0.0028477232422042,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.01
298,KNN,216,MCAR,0.1,climbRate,downstream_performance_mean,Regression Tasks,0.0029358453985433,0.0,0.00293619547476,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.1
300,KNN,216,MCAR,0.3,climbRate,downstream_performance_mean,Regression Tasks,0.0031460893509316,0.0,0.0031351783192573,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.3
302,Mean/Mode,216,MCAR,0.5,climbRate,downstream_performance_mean,Regression Tasks,0.0032940354230215,0.0,0.0032851273943124,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MCAR - 0.5
304,Mean/Mode,216,MNAR,0.01,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.01
306,Mean/Mode,216,MNAR,0.1,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.1
308,Mean/Mode,216,MNAR,0.3,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.3
310,Mean/Mode,216,MNAR,0.5,climbRate,downstream_performance_mean,Regression Tasks,0.002835614145495,0.0,0.0028356064314222,90,elevators,,,19.0,16599.0,19.0,0.0,,1.0,MNAR - 0.5
312,Mean/Mode,218,MAR,0.01,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.01
314,Mean/Mode,218,MAR,0.1,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.1
316,Mean/Mode,218,MAR,0.3,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.3
318,Mean/Mode,218,MAR,0.5,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MAR - 0.5
320,KNN,218,MCAR,0.01,P3,downstream_performance_mean,Regression Tasks,72725.04948540768,0.0,72725.05580698255,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.01
322,KNN,218,MCAR,0.1,P3,downstream_performance_mean,Regression Tasks,72725.04535639123,0.0,72725.0239301751,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.1
324,KNN,218,MCAR,0.3,P3,downstream_performance_mean,Regression Tasks,72725.00500836689,0.0,72725.01011851663,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.3
326,KNN,218,MCAR,0.5,P3,downstream_performance_mean,Regression Tasks,72724.95556066297,0.0,72724.990936374,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MCAR - 0.5
328,Mean/Mode,218,MNAR,0.01,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.01
330,Mean/Mode,218,MNAR,0.1,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.1
332,Mean/Mode,218,MNAR,0.3,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.3
334,Mean/Mode,218,MNAR,0.5,P3,downstream_performance_mean,Regression Tasks,72725.05411688426,0.0,72725.05411671719,82,house_8L,,,9.0,22784.0,9.0,0.0,,1.0,MNAR - 0.5
336,Mean/Mode,251,MAR,0.01,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.01
338,Mean/Mode,251,MAR,0.1,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.1
340,Mean/Mode,251,MAR,0.3,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.3
342,Mean/Mode,251,MAR,0.5,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MAR - 0.5
344,Mean/Mode,251,MCAR,0.01,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.977746670489979,0.0,0.9776501595031524,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.01
346,KNN,251,MCAR,0.1,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9770312518825984,0.0,0.976836614109618,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.1
348,Mean/Mode,251,MCAR,0.3,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.976583303884209,0.0,0.9760652601894668,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.3
350,KNN,251,MCAR,0.5,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9740082410823842,0.0,0.9751176609479484,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MCAR - 0.5
352,Mean/Mode,251,MNAR,0.01,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.01
354,Mean/Mode,251,MNAR,0.1,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.1
356,Mean/Mode,251,MNAR,0.3,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.3
358,Mean/Mode,251,MNAR,0.5,Cell_Shape_Uniformity,downstream_performance_mean,Classification Tasks,0.9773165779461688,0.0,0.9773165779461688,35,BNG(breast-w),25820.0,13546.0,10.0,39366.0,9.0,1.0,,1.0,MNAR - 0.5
360,KNN,287,MAR,0.01,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.01
362,KNN,287,MAR,0.1,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.1
364,KNN,287,MAR,0.3,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.3
366,KNN,287,MAR,0.5,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MAR - 0.5
368,Mean/Mode,287,MCAR,0.01,sulphates,downstream_performance_mean,Regression Tasks,0.7465072173559788,0.0,0.7464117900615076,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.01
370,KNN,287,MCAR,0.1,sulphates,downstream_performance_mean,Regression Tasks,0.7458834415473973,0.0,0.7469183720415593,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.1
372,Mean/Mode,287,MCAR,0.3,sulphates,downstream_performance_mean,Regression Tasks,0.7479777940270678,0.0,0.7493994028070926,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.3
374,KNN,287,MCAR,0.5,sulphates,downstream_performance_mean,Regression Tasks,0.751973003707009,0.0,0.7508791070868742,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MCAR - 0.5
376,KNN,287,MNAR,0.01,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.01
378,KNN,287,MNAR,0.1,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.1
380,KNN,287,MNAR,0.3,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.3
382,KNN,287,MNAR,0.5,sulphates,downstream_performance_mean,Regression Tasks,0.7462812939578723,0.0,0.7463923841059797,68,wine_quality,,,12.0,6497.0,12.0,0.0,,1.0,MNAR - 0.5
384,Mean/Mode,310,MAR,0.01,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.01
388,Mean/Mode,310,MAR,0.1,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.1
392,Mean/Mode,310,MAR,0.3,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.3
396,Mean/Mode,310,MAR,0.5,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MAR - 0.5
400,Mean/Mode,310,MCAR,0.01,attr2,downstream_performance_mean,Classification Tasks,0.7741430662830027,0.0,0.7741430662830027,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.01
404,Mean/Mode,310,MCAR,0.1,attr2,downstream_performance_mean,Classification Tasks,0.7600270079256903,0.0,0.7701326276306365,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.1
408,VAE,310,MCAR,0.3,attr2,downstream_performance_mean,Classification Tasks,0.7626884898082897,0.0,0.7703522836221843,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.3
412,VAE,310,MCAR,0.5,attr2,downstream_performance_mean,Classification Tasks,0.7610744706416384,0.0,0.7446720574881449,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MCAR - 0.5
416,Mean/Mode,310,MNAR,0.01,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.01
420,Mean/Mode,310,MNAR,0.1,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.1
424,Mean/Mode,310,MNAR,0.3,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.3
428,Mean/Mode,310,MNAR,0.5,attr2,downstream_performance_mean,Classification Tasks,0.78014742014742,0.0,0.78014742014742,12,mammography,10923.0,260.0,7.0,11183.0,6.0,1.0,,1.0,MNAR - 0.5
432,Mean/Mode,375,MAR,0.01,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.01
434,Mean/Mode,375,MAR,0.1,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.1
436,Mean/Mode,375,MAR,0.3,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.3
438,Mean/Mode,375,MAR,0.5,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MAR - 0.5
440,Mean/Mode,375,MCAR,0.01,coefficient3,downstream_performance_mean,Classification Tasks,0.9169205940010996,0.0,0.916325737568946,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.01
442,Mean/Mode,375,MCAR,0.1,coefficient3,downstream_performance_mean,Classification Tasks,0.9090241575016922,0.0,0.9110653106170074,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.1
444,Mean/Mode,375,MCAR,0.3,coefficient3,downstream_performance_mean,Classification Tasks,0.8996890342663733,0.0,0.9009195009232548,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.3
446,Mean/Mode,375,MCAR,0.5,coefficient3,downstream_performance_mean,Classification Tasks,0.8927870452337522,0.0,0.8933191598700424,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MCAR - 0.5
448,Mean/Mode,375,MNAR,0.01,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.01
450,Mean/Mode,375,MNAR,0.1,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.1
452,Mean/Mode,375,MNAR,0.3,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.3
454,Mean/Mode,375,MNAR,0.5,coefficient3,downstream_performance_mean,Classification Tasks,0.9175030565064496,0.0,0.9177133163541388,54,JapaneseVowels,1614.0,782.0,15.0,9961.0,14.0,1.0,9.0,1.0,MNAR - 0.5
456,Mean/Mode,725,MAR,0.01,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.01
460,Mean/Mode,725,MAR,0.1,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.1
464,Mean/Mode,725,MAR,0.3,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.3
468,Mean/Mode,725,MAR,0.5,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MAR - 0.5
472,Random Forest,725,MCAR,0.01,a2pop,downstream_performance_mean,Classification Tasks,0.9290520864487084,0.0,0.929231537879561,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.01
476,VAE,725,MCAR,0.1,a2pop,downstream_performance_mean,Classification Tasks,0.925091879897372,0.0,0.9246459700049257,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.1
480,VAE,725,MCAR,0.3,a2pop,downstream_performance_mean,Classification Tasks,0.9106104582230696,0.0,0.9148070353809422,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.3
484,VAE,725,MCAR,0.5,a2pop,downstream_performance_mean,Classification Tasks,0.9053096014435406,0.0,0.906852399794515,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MCAR - 0.5
488,Mean/Mode,725,MNAR,0.01,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.01
492,Mean/Mode,725,MNAR,0.1,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.1
496,Mean/Mode,725,MNAR,0.3,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.3
500,Mean/Mode,725,MNAR,0.5,a2pop,downstream_performance_mean,Classification Tasks,0.929633517339441,0.0,0.9298698691784674,9,bank8FM,4885.0,3307.0,9.0,8192.0,8.0,1.0,,1.0,MNAR - 0.5
504,Mean/Mode,728,MAR,0.01,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.01
508,Mean/Mode,728,MAR,0.1,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.1
512,Mean/Mode,728,MAR,0.3,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.3
516,Mean/Mode,728,MAR,0.5,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MAR - 0.5
520,VAE,728,MCAR,0.01,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9873193180540718,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.01
524,Mean/Mode,728,MCAR,0.1,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.983772246740109,0.0,0.9807254583665636,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.1
528,Mean/Mode,728,MCAR,0.3,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9651714979940104,0.0,0.9676589042071964,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.3
532,KNN,728,MCAR,0.5,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9520371583506204,0.0,0.9520494995176992,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MCAR - 0.5
536,Mean/Mode,728,MNAR,0.01,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.01
540,Mean/Mode,728,MNAR,0.1,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.1
544,Mean/Mode,728,MNAR,0.3,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.3
548,Mean/Mode,728,MNAR,0.5,Lower_court_disagreement,downstream_performance_mean,Classification Tasks,0.9891594931294444,0.0,0.9891594931294444,3,analcatdata_supreme,3081.0,971.0,8.0,4052.0,7.0,1.0,,1.0,MNAR - 0.5
552,Mean/Mode,737,MAR,0.01,INCOME,downstream_performance_mean,Classification Tasks,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.01
556,Mean/Mode,737,MAR,0.1,INCOME,downstream_performance_mean,Classification Tasks,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.1
560,Mean/Mode,737,MAR,0.3,INCOME,downstream_performance_mean,Classification Tasks,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.3
564,Mean/Mode,737,MAR,0.5,INCOME,downstream_performance_mean,Classification Tasks,0.8278136100568401,0.0,0.8278136100568401,0,space_ga,1566.0,1541.0,7.0,3107.0,6.0,1.0,,1.0,MAR - 0.5
